,Open,High,Low,Close,Volume
2023-01-02,50.0,50.33208909748655,49.20565399093947,50.0,5664125
2023-01-03,50.0,52.12320351714269,50.507155485164446,51.53516143267463,3726918
2023-01-04,51.53516143267463,53.575942169323866,53.120963717089545,53.42530520640931,4460993
2023-01-05,53.42530520640931,54.07590081455066,53.24808774036487,53.40614981423166,1726040
2023-01-06,53.40614981423166,52.034498553043726,51.43542231545367,51.50463610220789,4518933
2023-01-09,51.50463610220789,49.41553635415467,48.12474726680587,48.96814526269854,6314111
2023-01-10,48.96814526269854,47.277156062235726,46.30544392756418,46.96764269637846,1556604
2023-01-11,46.96764269637846,46.079850567739605,45.205289990861694,45.74513753065197,3045705
2023-01-12,45.74513753065197,45.90284754053821,45.02603226022429,45.36932371785799,2303323
2023-01-13,45.36932371785799,42.89750576342614,42.08232949568843,42.85904441900457,11631535
2023-01-16,42.85904441900457,46.93310718411648,46.2270621165401,46.27573402800193,4122094
2023-01-17,46.27573402800193,46.75571030739808,46.52442861764531,46.59828525611858,3436335
2023-01-18,46.59828525611858,42.97338250350525,42.76824436125437,42.88404109298713,4408036
2023-01-19,42.88404109298713,46.68261197684748,44.79429119244092,45.53202094663706,7688277
2023-01-20,45.53202094663706,49.40571555790121,48.45356177651686,48.61951942403053,4761218
2023-01-23,48.61951942403053,45.83473590065048,44.75965002086588,45.5225385950866,10436681
2023-01-24,45.5225385950866,48.1380125164854,47.82990009568679,48.08080740022566,6167819
2023-01-25,48.08080740022566,51.1367831648274,50.62987247439522,51.02528618015037,5995696
2023-01-26,51.02528618015037,50.92599522648197,49.73078259298377,50.788173711429174,1902858
2023-01-27,50.788173711429174,54.95652981258202,54.02652059218715,54.56253662621202,5087291
2023-01-30,54.56253662621202,53.79897455492769,52.5669474120939,53.40940362592701,4219361
2023-01-31,53.40940362592701,55.272542462378425,53.766509518744456,53.94888305339448,2534638
2023-02-01,53.94888305339448,51.83115085392573,51.36701967126535,51.743874349997554,3990671
2023-02-02,51.743874349997554,49.90119363255697,49.01911043303701,49.651436715624456,3517419
2023-02-03,49.651436715624456,48.16851110763328,47.324357606662346,47.979596845462666,3190345
2023-02-06,47.979596845462666,49.59293673564974,49.01715735737893,49.29356380020779,4908660
2023-02-07,49.29356380020779,51.39990107071705,50.4511785414973,50.94735637180556,2045075
2023-02-08,50.94735637180556,51.64791797329631,50.974766613493316,51.205054986856446,2694025
2023-02-09,51.205054986856446,50.7342467725031,49.54610721145339,50.495137861266784,2675771
2023-02-10,50.495137861266784,52.16494657571936,51.54741441548229,51.867583177630635,4468011
2023-02-13,51.867583177630635,52.143232656315455,51.1372969486974,51.96397029554939,1855975
2023-02-14,51.96397029554939,53.78516039994213,52.88625164564558,53.25816180091243,4595713
2023-02-15,53.25816180091243,52.7594183244737,51.178968463991666,52.162654739454226,5496605
2023-02-16,52.162654739454226,49.8467068696471,49.19230594266279,49.62551574979009,2676877
2023-02-17,49.62551574979009,51.04837055436857,50.20746196645218,50.399270505707285,11389773
2023-02-20,50.399270505707285,50.94646683463213,50.33612350743571,50.63754983911368,5231797
2023-02-21,50.63754983911368,48.86221436067948,48.36770106579306,48.68725378211359,4239374
2023-02-22,48.68725378211359,47.099686796664486,46.39062807069281,46.66509163255087,5801199
2023-02-23,46.66509163255087,45.29386766078888,45.06292522809821,45.186569328641106,1532773
2023-02-24,45.186569328641106,44.22867688585302,43.81470834104138,44.179948101993155,1881587
2023-02-27,44.179948101993155,45.4442922123975,45.227919855187956,45.25727760045251,2662408
2023-02-28,45.25727760045251,48.12976793500923,47.59352436336944,47.999527703756065,15318736
2023-03-01,47.999527703756065,46.659516017910484,45.76186796164639,45.92912821721851,4457066
2023-03-02,45.92912821721851,45.44184637340903,44.632837730926106,45.030079232704985,6926807
2023-03-03,45.030079232704985,43.526905676140025,43.48142722149425,43.51146380872458,3466922
2023-03-06,43.51146380872458,43.82392627567884,42.974850089747015,43.6599580835703,5013064
2023-03-07,43.6599580835703,42.54317537852924,42.044077786262754,42.4403755721416,2244581
2023-03-08,42.4403755721416,43.11317505003932,42.254452703740064,42.62712510790884,2611860
2023-03-09,42.62712510790884,44.16178109440522,43.22522128968249,43.7641818645286,2240164
2023-03-10,43.7641818645286,46.845183356376715,45.607238053388656,46.805945796778595,2203094
2023-03-13,46.805945796778595,45.510939901873805,44.80384465213137,45.30349704933131,2210567
2023-03-14,45.30349704933131,46.97138346722462,46.753116016800234,46.82854247582948,4780847
2023-03-15,46.82854247582948,47.03255558641594,46.646589608013656,46.715827348775754,3726810
2023-03-16,46.715827348775754,44.58467916812209,43.98264821349134,44.557660245222266,6013486
2023-03-17,44.557660245222266,46.066846862272875,44.88827407401063,45.40542352262287,2577836
2023-03-20,45.40542352262287,45.31537765056217,44.96290660498752,45.07837101104641,2145212
2023-03-21,45.07837101104641,43.02111629588739,42.42895654582856,42.53413719399804,14525399
2023-03-22,42.53413719399804,43.52904445946153,43.06996400836135,43.197583556887665,2122769
2023-03-23,43.197583556887665,42.273916606519975,41.54571221527181,42.10275317549853,1768361
2023-03-24,42.10275317549853,42.75086461637602,41.56524062117008,42.206193706109495,5240855
2023-03-27,42.206193706109495,42.93446043947852,42.79298845826212,42.90120029904802,5321257
2023-03-28,42.90120029904802,44.4292613241769,44.01270224453036,44.180230951992904,5720270
2023-03-29,44.180230951992904,43.36844685425231,42.87110127732107,43.04429520291233,823707
2023-03-30,43.04429520291233,44.64759687607418,43.645302172723305,43.76532953932813,1373554
2023-03-31,43.76532953932813,44.20995688527367,43.675912577478876,43.70984867541798,1858214
2023-04-03,43.70984867541798,42.62399558989865,42.04437326311605,42.40559196262131,4454569
2023-04-04,42.40559196262131,40.0276041601613,39.93662947945969,39.95693358532563,4834976
2023-04-05,39.95693358532563,40.314538594575914,39.87788290687511,39.921260651704905,4050145
2023-04-06,39.921260651704905,38.412210959072866,37.35035038441737,37.69008803244397,8396022
2023-04-07,37.69008803244397,38.83148137027242,38.26423887688469,38.28354488458231,2529895
2023-04-10,38.28354488458231,37.795653148593864,37.08299413748417,37.11405916554303,4081471
2023-04-11,37.11405916554303,38.46965263965732,37.931901605895035,38.23095739095058,2259997
2023-04-12,38.23095739095058,36.327174039997736,35.65450562271482,36.139274348325706,27180138
2023-04-13,36.139274348325706,37.235439809142434,36.5807377558545,36.81465879233484,2542787
2023-04-14,36.81465879233484,37.43264986469307,35.30038798362305,36.007711329993796,4937117
2023-04-17,36.007711329993796,37.72637369421477,36.880582021407925,37.54886910733556,2124770
2023-04-18,37.54886910733556,38.70147277490092,38.08030731309674,38.46839738753965,7335672
2023-04-19,38.46839738753965,40.26447174832919,40.20811185777265,40.2533078391687,14123380
2023-04-20,40.2533078391687,41.19035794130758,40.32266581045123,40.77908207182636,8325328
2023-04-21,40.77908207182636,39.041135713853244,37.8528093553832,38.56130837174918,10746320
2023-04-24,38.56130837174918,36.40543773017008,36.002565959130116,36.08288065025159,6697482
2023-04-25,36.08288065025159,33.70329783828619,33.31380922061955,33.460143562951345,19170050
2023-04-26,33.460143562951345,36.55042396943947,35.95156876467726,36.11396810785755,14555470
2023-04-27,36.11396810785755,36.47244412307229,36.27326499327421,36.453970460938244,6773139
2023-04-28,36.453970460938244,39.081762428790704,38.648001468760015,38.83306286356614,4382106
2023-05-01,38.83306286356614,39.653478126640366,39.232323291706614,39.43858288185101,2388587
2023-05-02,39.43858288185101,39.63534865087733,39.167875686703596,39.54530160831566,3615321
2023-05-03,39.54530160831566,39.694541561929256,39.1188366646562,39.666169514593044,9179739
2023-05-04,39.666169514593044,38.710445810130814,37.33997606414362,38.303001324657416,2208839
2023-05-05,38.303001324657416,36.73203227016967,36.54408903885681,36.60263441863724,4698414
2023-05-08,36.60263441863724,37.7493855822296,37.13081034796169,37.58009735301139,2931375
2023-05-09,37.58009735301139,37.100729416548084,36.870406374752875,36.87379355777839,4052789
2023-05-10,36.87379355777839,36.026758905686286,35.67590102247928,35.977735596645914,3130033
