Date,Open,High,Low,Close,Volume
2023-03-09,2.34,2.38,2.13,2.135,2829427
2023-03-10,2.12,2.25,2.035,2.08,2987035
2023-03-13,2.13,2.4,2.05,2.28,6896416
2023-03-14,2.47,2.6,2.39,2.43,6862161
2023-03-15,2.4,2.44,2.21,2.29,3880113
2023-03-16,2.26,2.34,2.22,2.3,3665535
2023-03-17,2.43,2.53,2.34,2.45,10747514
2023-03-20,2.6,2.705,2.5,2.59,7258117
2023-03-21,2.63,3.0,2.53,2.97,5364563
2023-03-22,2.95,3.12,2.67,2.68,6903312
2023-03-23,2.74,3.06,2.7303,2.87,5971517
2023-03-24,2.8,2.85,2.68,2.69,3986655
2023-03-27,2.7,2.74,2.42,2.58,5639866
2023-03-28,2.53,2.5706,2.45,2.505,2439636
2023-03-29,2.61,2.72,2.58,2.7,4189436
2023-03-30,2.73,2.775,2.63,2.67,2948256
2023-03-31,2.67,2.81,2.64,2.78,4275787
2023-04-03,2.7,2.795,2.62,2.7,3725035
2023-04-04,2.71,2.775,2.57,2.65,4282709
2023-04-05,2.64,2.64,2.41,2.49,4265358
2023-04-06,2.48,2.5299,2.41,2.44,2628545
2023-04-10,2.4201,2.725,2.38,2.71,3622063
2023-04-11,2.92,3.13,2.865,3.1,9950613
2023-04-12,3.1,3.43,3.04,3.26,13644647
2023-04-13,3.44,4.11,3.43,3.94,20867804
2023-04-14,4.33,4.34,3.7529,4.13,14877036
2023-04-17,3.8301,4.59,3.75,4.39,11842482
2023-04-18,4.68,5.155,4.635,5.03,16632704
2023-04-19,4.66,4.8199,4.38,4.46,10296901
2023-04-20,4.29,4.43,3.865,3.9,10304791
2023-04-21,3.96,4.18,3.78,3.87,8146638
2023-04-24,3.9,4.0,3.61,3.74,7026712
2023-04-25,3.73,3.84,3.545,3.67,7484414
2023-04-26,4.22,4.285,3.8099,3.82,14530784
2023-04-27,3.915,4.05,3.76,3.97,9754619
2023-04-28,3.88,4.0321,3.78,3.91,7249997
2023-05-01,3.82,3.82,3.4,3.42,6087537
2023-05-02,3.4,3.9,3.33,3.81,6171212
2023-05-03,3.64,4.01,3.56,3.79,7232662
2023-05-04,3.87,4.1976,3.81,3.99,6731177
2023-05-05,4.0,4.29,3.95,4.2,5793240
2023-05-08,4.05,4.38,3.895,4.24,9014652
2023-05-09,4.25,4.45,4.215,4.27,5812927
2023-05-10,4.41,5.12,4.35,4.9,13530956
2023-05-11,4.65,4.7,4.18,4.22,7563438
2023-05-12,4.1,4.41,4.1,4.28,7324910
2023-05-15,4.42,4.65,4.33,4.6,7501277
2023-05-16,4.42,4.63,4.22,4.29,6303086
2023-05-17,4.22,4.5099,4.13,4.48,7320201
2023-05-18,4.36,4.58,4.1,4.21,6830529
2023-05-19,4.31,4.4,4.13,4.22,5462633
2023-05-22,4.22,4.56,4.16,4.43,6552271
2023-05-23,4.53,5.09,4.46,4.51,12798286
2023-05-24,4.4,4.58,4.2511,4.47,6925709
2023-05-25,4.53,4.58,4.17,4.25,5776895
2023-05-26,4.28,4.4786,4.22,4.23,5386344
2023-05-30,4.51,4.71,4.34,4.47,8455225
2023-05-31,4.24,4.39,4.18,4.29,6729911
2023-06-01,4.34,4.49,4.27,4.32,8608799
2023-06-02,4.46,4.49,4.06,4.15,7888881
2023-06-05,4.08,4.15,3.83,3.92,7992216
2023-06-06,3.78,4.14,3.615,4.1,9614674
2023-06-07,4.09,4.23,3.88,3.91,6755082
2023-06-08,3.96,4.075,3.89,3.9,3956591
2023-06-09,3.96,3.99,3.79,3.8,3880469
2023-06-12,3.78,3.885,3.74,3.76,6395054
2023-06-13,3.83,4.07,3.74,3.88,7800959
2023-06-14,3.89,4.0,3.79,3.88,5644827
2023-06-15,3.73,3.92,3.6,3.87,7640525
2023-06-16,3.95,3.98,3.64,3.88,15623075
2023-06-20,3.99,4.43,3.85,4.41,11695911
2023-06-21,4.56,5.08,4.53,4.78,18021444
2023-06-22,4.82,4.99,4.47,4.68,11215210
2023-06-23,4.62,4.99,4.49,4.59,15097544
2023-06-26,4.6166,4.7025,4.21,4.22,7296055
2023-06-27,4.35,4.5,4.24,4.45,9207758
2023-06-28,4.31,4.555,4.2,4.23,7284375
2023-06-29,4.33,4.555,4.21,4.26,9911047
2023-06-30,4.38,4.56,4.11,4.29,10431507
2023-07-03,4.33,4.99,4.33,4.87,11507804
2023-07-05,4.7,5.38,4.63,5.29,19276278
2023-07-06,5.43,5.53,5.04,5.39,16136683
2023-07-07,5.41,6.25,5.41,6.0,16438299
2023-07-10,6.04,6.41,5.7801,6.33,14671170
2023-07-11,6.34,6.55,6.17,6.42,11740036
